,world_rank,university_name,country,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,female_male_ratio
477,401-500,university of salento,italy,29.6,24.5,13.2,53.0,36.2,-,19959.0,58.4,1%,64:36:00
478,401-500,university of san francisco,usa,34.2,40.1,12.9,43.8,28.6,-,10788.0,17.0,17%,63:37:00
479,401-500,university of saskatchewan,canada,30.8,52.9,22.4,39.7,62.9,-,19028.0,16.3,14%,57:43:00
480,401-500,sharif university of technology,iran,26.6,15.9,30.1,33.7,87.8,-,10977.0,18.7,0%,27 : 73
481,401-500,university of siena,italy,23.7,39.0,17.8,45.2,33.2,-,18846.0,23.6,5%,59:41:00
482,401-500,southern cross university,australia,18.9,52.7,18.3,53.3,37.7,-,9026.0,32.8,15%,66:34:00
483,401-500,state university of new york albany,usa,25.6,31.4,35.3,35.5,28,-,15387.0,18.5,8%,51:49:00
484,401-500,university of strathclyde,united kingdom,25.9,71.0,28.0,31.8,44.1,-,15705.0,20.2,20%,50:50:00
485,401-500,university of tampere,finland,23.5,41.9,13.7,63.7,40,-,10045.0,9.5,4%,66:34:00
486,401-500,tampere university of technology,finland,23.1,54.0,17.2,45.5,67.5,-,6147.0,15.5,13%,1.011805556
487,401-500,tokyo medical and dental university (tmdu),japan,39.3,23.1,18.3,36.6,59.5,-,2872.0,3.3,7%,51:49:00
488,401-500,tokyo metropolitan university,japan,21.6,19.9,11.4,72.2,30.9,-,9303.0,9.9,4%,35 : 65
489,401-500,university of tsukuba,japan,40.0,34.4,30.0,33.7,42.9,-,15930.0,12.6,16%,38 : 62
490,401-500,university of ulsan,south korea,19.5,18.6,20.5,54.0,64.7,-,14037.0,13.3,3%,nan
491,401-500,ulster university,united kingdom,19.1,79.0,13.2,44.1,29.2,-,19622.0,15.8,15%,55:45:00
492,401-500,université du québec à montréal,canada,26.8,42.9,24.5,41.6,29.2,-,27046.0,24.7,9%,61:39:00
493,401-500,universiti teknologi malaysia,malaysia,26.3,51.7,14.6,44.7,31.1,-,16270.0,9.0,13%,43:57:00
494,401-500,university of urbino carlo bo,italy,17.2,35.0,8.7,66.8,31.2,-,13435.0,37.4,7%,61:39:00
495,401-500,university of valencia,spain,22.7,40.5,16.9,49.6,31.3,-,58413.0,15.4,9%,60:40:00
496,401-500,university of waikato,new zealand,19.3,87.0,18.2,53.7,30.7,-,10159.0,17.0,25%,57:43:00
497,401-500,western sydney university,australia,20.1,54.0,24.6,52.3,30.7,-,30704.0,32.2,9%,56:44:00
498,401-500,wuhan university,china,38.2,36.7,26.8,18.0,97.8,-,46227.0,14.4,7%,nan
499,401-500,xiamen university,china,26.7,25.0,15.6,47.0,-,-,32921.0,12.3,5%,52:48:00
500,501-600,american university of beirut,lebanon,27.7,93.0,11.2,31.9,-,-,7695.0,8.9,25%,51:49:00
501,501-600,amirkabir university of technology,iran,24.5,7.7,25.7,34.8,55.7,-,14080.0,25.6,1%,34 : 66
502,501-600,"university of the andes, colombia",colombia,21.2,51.7,13.8,31.2,28,-,15773.0,16.9,2%,44:56:00
503,501-600,university of arkansas,usa,25.5,25.9,17.4,30.3,36.9,-,22819.0,21.2,5%,50:50:00
504,501-600,auburn university,usa,30.2,27.9,19.4,21.0,37.2,-,22386.0,17.6,4%,51:49:00
505,501-600,babeş-bolyai university,romania,27.9,35.4,12.5,32.1,28.6,-,37915.0,23.5,2%,67:33:00
506,501-600,university of the basque country,spain,18.2,34.9,11.9,43.1,30.3,-,46373.0,15.3,5%,53:47:00
507,501-600,bauman moscow state technical university,russia,44.0,15.6,23.7,3.1,68.1,-,18808.0,4.0,4%,1.011805556
508,501-600,ben-gurion university of the negev,israel,25.1,52.9,21.3,30.1,28.7,-,16695.0,12.6,2%,49:51:00
509,501-600,blaise pascal university,france,20.2,66.6,2.9,46.9,-,-,15619.0,7.1,17%,55:45:00
510,501-600,boğaziçi university,turkey,21.2,38.3,17.2,45.4,35.5,-,11506.0,25.0,7%,50:50:00
511,501-600,university of burgundy,france,21.4,50.9,8.8,46.3,-,-,26612.0,20.8,11%,54:46:00
512,501-600,university of canberra,australia,18.4,54.6,19.3,29.8,36.2,-,11221.0,28.6,24%,54:46:00
513,501-600,carleton university,canada,19.9,61.3,24.0,32.0,30.4,-,25036.0,29.8,18%,47:53:00
514,501-600,university of catania,italy,19.2,25.3,15.9,52.9,29.5,-,55859.0,49.7,1%,61:39:00
515,501-600,central queensland university,australia,20.9,50.8,11.4,43.7,32.5,-,11452.0,29.6,27%,59:41:00
516,501-600,university of chile,chile,28.3,44.1,19.6,30.5,-,-,29207.0,14.2,3%,47:53:00
517,501-600,china agricultural university,china,35.8,17.6,24.9,22.6,52.3,-,19342.0,12.0,1%,57:43:00
518,501-600,chung-ang university,south korea,29.9,43.7,27.6,17.4,61.3,-,13015.0,17.4,17%,45:55:00
519,501-600,czech technical university in prague,czech republic,20.6,25.0,9.3,46.5,28.2,-,22751.0,12.0,nan,-
520,501-600,de montfort university,united kingdom,16.8,58.4,10.1,40.1,28.5,-,16812.0,19.1,21%,57:43:00
521,501-600,east china normal university,china,24.6,30.6,14.7,43.3,42,-,29623.0,14.0,11%,63:37:00
522,501-600,edith cowan university,australia,18.9,68.7,16.1,35.0,34.5,-,27491.0,16.1,16%,61:39:00
523,501-600,federal university of rio de janeiro,brazil,32.4,25.1,19.7,18.3,42.9,-,52878.0,12.8,2%,54:46:00
524,501-600,university of granada,spain,24.3,36.4,14.7,45.8,29.4,-,53476.0,16.0,6%,56:44:00
525,501-600,university of haifa,israel,25.5,34.7,29.5,26.2,30.3,-,17758.0,30.8,1%,65:35:00
526,501-600,harbin institute of technology,china,29.4,25.6,27.3,15.7,99.8,-,31658.0,10.8,7%,29 : 71
527,501-600,university of hertfordshire,united kingdom,15.5,78.9,9.5,50.5,29.3,-,19665.0,19.4,27%,54:46:00
528,501-600,hiroshima university,japan,27.8,22.2,18.9,41.7,42.2,-,14686.0,8.2,5%,36 : 64
529,501-600,huazhong university of science and technology,china,29.3,17.3,22.7,31.6,71.8,-,57242.0,17.7,4%,34 : 66
530,501-600,indian institute of technology guwahati,india,24.3,12.9,20.7,42.6,32.3,-,4710.0,14.2,1%,0.643055556
531,501-600,indian institute of technology kanpur,india,33.1,16.4,15.0,31.5,28,-,6167.0,12.2,0%,0.602083333
532,501-600,indian institute of technology roorkee,india,29.7,13.9,17.5,37.2,81.4,-,8061.0,18.7,1%,0.765972222
533,501-600,isfahan university of technology,iran,18.1,17.2,23.0,39.5,99.5,-,10964.0,26.5,1%,39 : 61
534,501-600,istanbul technical university,turkey,19.2,22.9,25.8,26.5,72.1,-,34550.0,16.0,5%,34 : 66
535,501-600,jadavpur university,india,32.8,7.7,22.2,31.8,33.8,-,10697.0,16.1,0%,30 : 70
536,501-600,kanazawa university,japan,24.7,18.4,14.8,35.5,30.4,-,10546.0,10.4,5%,36 : 64
537,501-600,kansas state university,usa,22.9,41.7,17.5,39.3,43.1,-,21379.0,15.1,10%,50:50:00
538,501-600,keio university,japan,25.0,22.7,17.5,28.5,41.4,-,33751.0,11.9,5%,32 : 68
539,501-600,kent state university,usa,18.4,32.4,14.2,53.8,28.5,-,23122.0,19.0,8%,58:42:00
540,501-600,king fahd university of petroleum and minerals,saudi arabia,25.4,84.5,16.1,24.4,81.2,-,6898.0,7.1,20%,-
541,501-600,king saud university,saudi arabia,20.0,75.5,17.5,22.3,57.4,-,40666.0,13.4,7%,nan
542,501-600,university of la laguna,spain,16.9,44.7,10.0,44.8,28.5,-,22422.0,14.9,5%,58:42:00
543,501-600,lappeenranta university of technology,finland,27.1,53.0,27.5,20.8,80.3,-,3486.0,23.9,19%,31 : 69
544,501-600,university of limerick,ireland,19.8,76.5,16.3,36.6,34,-,12212.0,19.8,13%,46:54:00
545,501-600,university of lisbon,portugal,25.9,46.6,18.3,32.4,35.4,-,47849.0,17.5,9%,51:49:00
546,501-600,liverpool john moores university,united kingdom,16.4,62.1,11.6,45.9,28.8,-,18513.0,19.8,13%,52:48:00
547,501-600,mahidol university,thailand,26.8,44.1,15.1,28.3,71.6,-,27402.0,7.5,3%,63:37:00
548,501-600,manchester metropolitan university,united kingdom,22.7,57.8,10.6,30.8,28.3,-,28037.0,18.2,14%,57:43:00
549,501-600,university of maribor,slovenia,17.1,33.6,11.5,42.1,38.7,-,14531.0,17.3,4%,nan
550,501-600,masaryk university,czech republic,21.2,48.9,22.9,27.8,28.5,-,40898.0,26.6,17%,62:38:00
551,501-600,massey university,new zealand,23.1,80.5,17.1,31.9,35.8,-,19101.0,16.8,15%,62:38:00
552,501-600,memorial university of newfoundland,canada,18.1,53.3,15.8,35.6,48.3,-,15464.0,14.6,10%,59:41:00
553,501-600,middle east technical university,turkey,29.9,26.7,17.3,28.8,60,-,25779.0,22.2,7%,44:56:00
554,501-600,university of minho,portugal,23.9,43.6,20.1,35.3,51.6,-,19090.0,18.8,9%,52:48:00
555,501-600,missouri university of science and technology,usa,23.5,40.6,18.4,28.7,52.8,-,7647.0,15.5,12%,1.011805556
556,501-600,montana state university,usa,17.7,23.5,21.8,48.0,43,-,12331.0,17.8,4%,46:54:00
557,501-600,monterrey institute of technology and higher education,mexico,23.9,59.6,12.7,23.4,75.8,-,14353.0,20.5,12%,40 : 60
558,501-600,national central university,taiwan,26.3,27.1,23.2,17.5,75.3,-,10915.0,9.8,6%,31 : 69
559,501-600,national sun yat-sen university,taiwan,26.1,19.7,33.0,25.8,44.3,-,9336.0,19.6,4%,37 : 63
560,501-600,national taiwan normal university,taiwan,26.2,38.1,31.3,16.2,81.9,-,11072.0,13.0,19%,57:43:00
561,501-600,national technical university of athens,greece,20.2,31.3,15.0,36.2,40.3,-,14780.0,26.9,7%,36 : 64
562,501-600,new jersey institute of technology,usa,18.9,48.5,16.6,32.2,32.2,-,10646.0,26.2,17%,25 : 75
563,501-600,new mexico state university,usa,19.5,30.5,19.2,47.2,34.6,-,15035.0,18.8,7%,54:46:00
564,501-600,university of north carolina at greensboro,usa,18.2,17.4,15.3,43.1,28.9,-,16446.0,19.2,2%,66:34:00
565,501-600,oklahoma state university,usa,27.5,25.6,22.7,33.1,33.7,-,21270.0,21.4,7%,49:51:00
566,501-600,osaka city university,japan,26.3,21.3,13.4,34.4,40.7,-,8604.0,10.1,4%,36 : 64
567,501-600,otto von guericke university of magdeburg,germany,22.9,43.9,14.4,39.7,37.7,-,14104.0,13.1,13%,42:58:00
568,501-600,university of oviedo,spain,19.5,36.2,10.8,41.9,34.1,-,24210.0,13.7,5%,54:46:00
569,501-600,palacký university in olomouc,czech republic,19.2,48.8,11.8,42.9,28.7,-,18540.0,11.4,9%,70:30:00
570,501-600,panjab university,india,24.6,14.1,8.8,41.0,28.1,-,16691.0,23.9,1%,46:54:00
571,501-600,paris dauphine university,france,21.9,69.3,11.1,27.6,30.6,-,9565.0,15.4,28%,53:47:00
572,501-600,pontifical catholic university of rio de janeiro (puc-rio),brazil,24.5,31.3,24.1,23.1,100,-,14300.0,21.2,3%,49:51:00
573,501-600,portland state university,usa,16.8,31.6,14.4,43.3,44.6,-,20398.0,22.2,8%,54:46:00
574,501-600,university of pretoria,south africa,25.6,46.0,21.2,17.5,52.4,-,37314.0,20.0,8%,57:43:00
575,501-600,pusan national university,south korea,27.5,32.9,24.7,20.4,66.8,-,24929.0,19.7,12%,51:49:00
576,501-600,quaid-i-azam university,pakistan,17.9,35.4,9.9,45.6,-,-,12688.0,25.7,0%,53:47:00
577,501-600,university of regina,canada,15.6,47.7,15.8,34.2,34.4,-,11550.0,22.8,12%,61:39:00
578,501-600,renmin university of china,china,34.7,40.1,13.7,30.7,42.5,-,24954.0,12.7,6%,nan
579,501-600,university of rennes 1,france,17.8,53.0,10.3,44.7,31.7,-,22186.0,13.9,12%,50:50:00
580,501-600,university of salamanca,spain,26.1,40.8,16.9,25.9,31.6,-,31035.0,17.9,12%,58:42:00
581,501-600,university of santiago de compostela,spain,22.9,37.1,14.1,46.9,32.3,-,29085.0,15.3,6%,63:37:00
582,501-600,semmelweis university,hungary,19.6,81.7,10.6,41.5,30.7,-,12920.0,10.9,25%,64:36:00
583,501-600,university of seville,spain,21.5,32.0,14.9,32.6,36.7,-,64931.0,17.5,7%,55:45:00
584,501-600,université de sherbrooke,canada,25.6,39.8,9.5,41.3,29.6,-,13438.0,5.4,5%,54:46:00
585,501-600,soochow university,china,19.2,16.0,13.7,45.8,75.3,-,36465.0,12.9,2%,78:22:00
586,501-600,south china university of technology,china,19.5,17.5,22.1,28.1,86.8,-,41438.0,17.7,3%,33 : 67
587,501-600,tallinn university of technology,estonia,16.3,37.9,15.0,38.7,44.8,-,14061.0,28.6,5%,44:56:00
588,501-600,tehran university of medical sciences,iran,51.8,14.1,20.0,9.3,30,-,13912.0,9.0,1%,62:38:00
589,501-600,university of texas at arlington,usa,20.1,50.3,10.1,50.9,33.4,-,29396.0,10.5,10%,60:40:00
590,501-600,tianjin university,china,36.5,14.7,34.4,12.2,100,-,29693.0,12.2,1%,nan
591,501-600,tokyo university of agriculture and technology,japan,34.9,19.4,24.1,16.9,39.9,-,5865.0,14.4,5%,27 : 73
592,501-600,university of toledo,usa,31.6,37.7,13.4,29.9,32.9,-,19465.0,17.5,9%,50:50:00
593,501-600,tongji university,china,28.9,37.2,29.2,13.1,63.5,-,37394.0,13.5,10%,38 : 62
594,501-600,university of tulsa,usa,29.7,43.8,12.9,24.6,71.7,-,4597.0,12.5,25%,43:57:00
595,501-600,united arab emirates university,united arab emirates,18.8,95.0,14.8,21.7,30.1,-,9221.0,12.5,26%,76:24:00
596,501-600,university of warsaw,poland,26.1,41.6,15.8,42.2,28.5,-,49292.0,14.1,7%,67:33:00
597,501-600,university of wisconsin-milwaukee,usa,17.3,26.0,13.8,45.5,29,-,22542.0,18.4,5%,52:48:00
598,501-600,xi’an jiaotong university,china,28.7,25.8,22.5,25.5,70.4,-,29863.0,12.3,4%,34 : 66
599,501-600,university of zaragoza,spain,20.1,33.5,12.7,49.5,36.7,-,31046.0,11.8,5%,55:45:00
600,601-800,university of a coruña,spain,18.3,23.4,10.0,16.6,38.2,-,17062.0,13.0,2%,52:48:00
601,601-800,adam mickiewicz university,poland,20.0,25.7,11.0,15.3,28.7,-,40633.0,15.6,1%,71:29:00
602,601-800,agh university of science and technology,poland,14.2,17.9,3.7,35.7,-,-,35569.0,17.0,1%,-
603,601-800,ajou university,south korea,19.5,20.0,11.9,23.9,45.7,-,12706.0,11.3,2%,33 : 67
604,601-800,university of alcalá,spain,17.6,50.0,11.2,28.3,43.3,-,30812.0,25.1,18%,53:47:00
605,601-800,alexandria university,egypt,20.3,33.7,8.2,14.1,29.7,-,127431.0,23.3,1%,46:54:00
606,601-800,alexandru ioan cuza university,romania,24.9,46.9,13.6,7.0,28.2,-,25724.0,33.0,5%,63:37:00
607,601-800,aligarh muslim university,india,28.3,18.7,10.0,20.9,29.6,-,11197.0,10.5,2%,0.765972222
608,601-800,american university of sharjah,united arab emirates,12.4,95.6,10.6,13.3,33.3,-,5226.0,14.1,82%,48:52:00
609,601-800,amrita university,india,20.4,29.6,5.8,20.7,28,-,17273.0,6.6,8%,nan
610,601-800,anadolu university,turkey,12.2,14.3,22.6,10.9,100,-,379231.0,162.6,1%,78:22:00
611,601-800,andhra university,india,34.8,7.2,6.9,1.2,31.3,-,10407.0,20.2,3%,36 : 64
612,601-800,university of antioquia,colombia,18.1,42.0,21.1,14.8,43.6,-,38872.0,23.0,1%,50:50:00
613,601-800,aristotle university of thessaloniki,greece,22.6,36.6,15.0,29.5,33.6,-,46288.0,22.2,9%,52:48:00
614,601-800,"asia university, taiwan",taiwan,14.4,18.3,15.9,30.5,38.4,-,12119.0,26.3,3%,53:47:00
615,601-800,athens university of economics and business,greece,13.4,39.2,18.8,31.2,66.5,-,13167.0,57.5,6%,47:53:00
616,601-800,auckland university of technology,new zealand,17.3,95.6,9.8,21.7,28.5,-,18981.0,18.1,38%,58:42:00
617,601-800,austral university of chile,chile,16.7,45.2,9.7,14.2,41.1,-,13794.0,17.8,1%,47:53:00
618,601-800,beijing institute of technology,china,25.9,16.9,21.7,9.1,87.6,-,nan,nan,nan,nan
619,601-800,belarusian state university,belarus,20.2,48.2,8.7,6.0,28,-,29303.0,10.6,6%,69:31:00
620,601-800,university of belgrade,serbia,20.4,30.5,13.2,14.0,45.6,-,96968.0,28.3,5%,60:40:00
621,601-800,"birla institute of technology and science, pilani",india,18.3,13.7,8.3,17.4,29.6,-,11837.0,19.5,0%,0.970833333
622,601-800,university of bradford,united kingdom,18.7,79.1,15.9,22.7,32.7,-,11065.0,20.5,32%,53:47:00
623,601-800,university of brasília,brazil,21.9,24.1,7.4,10.4,-,-,45880.0,14.5,2%,52:48:00
624,601-800,university of brighton,united kingdom,16.7,62.8,10.7,20.1,29.4,-,16924.0,19.5,19%,58:42:00
625,601-800,university of bucharest,romania,34.3,21.3,11.5,9.9,29.5,-,31806.0,24.9,2%,70:30:00
626,601-800,budapest university of technology and economics,hungary,17.1,30.4,13.7,21.6,39.7,-,22447.0,22.1,4%,32 : 68
627,601-800,cairo university,egypt,18.9,31.0,11.1,11.9,30.3,-,231941.0,39.1,3%,47:53:00
628,601-800,university of calcutta,india,34.7,13.1,8.7,19.8,29.2,-,18511.0,32.5,0%,nan
629,601-800,"california state university, long beach",usa,11.6,18.9,10.4,23.3,-,-,29594.0,32.3,5%,58:42:00
630,601-800,capital medical university,china,26.3,18.8,14.9,16.3,28.8,-,11506.0,7.1,3%,70:30:00
631,601-800,university of castilla-la mancha,spain,18.4,28.6,10.3,30.5,29.7,-,26381.0,14.3,3%,56:44:00
632,601-800,university of central lancashire,united kingdom,15.7,54.1,9.4,28.2,28.9,-,18542.0,17.5,17%,57:43:00
633,601-800,university of cergy-pontoise,france,18.7,49.1,6.3,13.2,28.6,-,17000.0,9.2,11%,53:47:00
634,601-800,chang gung university,taiwan,19.3,15.7,24.7,27.6,31.9,-,7506.0,12.6,0%,42:58:00
635,601-800,carlos iii university of madrid,spain,23.2,44.7,17.4,24.8,34.8,-,15730.0,11.4,9%,43:57:00
636,601-800,"university of chemistry and technology, prague",czech republic,21.6,46.3,12.0,17.4,38.9,-,4699.0,11.0,19%,nan
637,601-800,chiang mai university,thailand,17.8,34.9,9.4,30.0,32.3,-,35617.0,16.5,1%,0.847916667
638,601-800,chiba university,japan,26.9,21.0,16.8,24.8,55.3,-,14554.0,12.3,5%,37 : 63
639,601-800,china university of geosciences (wuhan),china,21.1,16.1,21.4,21.5,64.5,-,29483.0,20.7,3%,nan
640,601-800,china university of petroleum (beijing),china,23.6,15.9,26.6,4.0,100,-,14579.0,19.4,6%,nan
641,601-800,chonbuk national university,south korea,19.7,27.2,14.7,24.5,33.3,-,23270.0,15.0,3%,45:55:00
642,601-800,chongqing university,china,19.5,15.5,15.5,8.7,73.8,-,43955.0,16.0,3%,nan
643,601-800,chonnam national university,south korea,17.5,20.4,11.7,29.1,31.4,-,35779.0,18.5,3%,41:59:00
644,601-800,chulalongkorn university,thailand,23.8,32.8,14.1,16.7,37.8,-,38719.0,14.5,2%,59:41:00
645,601-800,chung yuan christian university,taiwan,15.9,18.7,22.1,17.4,41.9,-,15020.0,30.2,3%,41:59:00
646,601-800,chungnam national university,south korea,23.2,19.8,17.7,13.2,39.9,-,18361.0,17.2,3%,nan
647,601-800,clemson university,usa,21.4,34.6,19.7,27.0,35.8,-,19198.0,17.1,8%,46:54:00
648,601-800,comenius university in bratislava,slovakia,23.0,46.9,10.3,19.6,28,-,20879.0,9.7,10%,54:46:00
649,601-800,coventry university,united kingdom,17.1,69.6,7.7,18.4,29.1,-,21934.0,14.8,35%,47:53:00
650,601-800,dalian university of technology,china,22.6,20.7,19.0,23.5,93.3,-,34326.0,15.2,2%,33 : 67
651,601-800,university of debrecen,hungary,17.3,49.0,11.4,20.9,-,-,29714.0,20.3,13%,57:43:00
652,601-800,university of delhi,india,29.8,15.4,10.8,19.1,28.2,-,32567.0,22.9,1%,50:50:00
653,601-800,university of dhaka,bangladesh,21.7,37.2,7.2,9.6,-,-,62716.0,6.9,5%,34 : 66
654,601-800,dublin institute of technology,ireland,16.1,70.5,8.8,20.7,28.1,-,13839.0,18.9,25%,41:59:00
655,601-800,ehime university,japan,19.2,20.9,11.3,17.5,37.8,-,8394.0,9.9,1%,39 : 61
656,601-800,university of electronic science and technology of china,china,20.5,13.4,12.9,8.8,28,-,21689.0,9.8,0%,0.929861111
657,601-800,eötvös loránd university,hungary,21.3,43.0,12.1,30.6,29.3,-,28698.0,22.4,4%,nan
658,601-800,erciyes university,turkey,15.5,17.2,10.9,18.0,30.3,-,28079.0,28.0,2%,46:54:00
659,601-800,federal university of bahia,brazil,18.2,19.7,8.1,14.3,-,-,39861.0,17.9,1%,47:53:00
660,601-800,federal university of minas gerais,brazil,27.9,21.6,15.4,23.1,30.7,-,42612.0,13.5,1%,55:45:00
661,601-800,federal university of paraná (ufpr),brazil,24.6,15.5,9.6,7.0,-,-,21850.0,11.2,1%,nan
662,601-800,federal university of rio grande do sul,brazil,32.6,18.9,13.7,16.8,-,-,38743.0,14.8,1%,50:50:00
663,601-800,federal university of santa catarina,brazil,26.0,21.0,12.2,14.2,42.9,-,26078.0,12.6,1%,48:52:00
664,601-800,federal university of são carlos,brazil,29.0,16.8,10.8,11.5,-,-,18587.0,16.9,0%,nan
665,601-800,federal university of viçosa,brazil,39.7,15.0,14.5,3.9,59,-,13163.0,11.4,3%,70:30:00
666,601-800,federal university of lavras,brazil,25.8,14.5,16.4,3.0,-,-,10350.0,20.9,2%,53:47:00
667,601-800,feng chia university,taiwan,14.6,21.1,13.7,34.4,33.9,-,20213.0,23.9,7%,36 : 64
668,601-800,florida institute of technology,usa,20.4,62.4,13.5,24.6,33.4,-,4408.0,13.7,26%,34 : 66
669,601-800,fu jen catholic university,taiwan,14.4,19.1,9.8,18.2,47,-,25951.0,22.8,4%,59:41:00
670,601-800,gdańsk university of technology,poland,15.5,16.1,9.5,15.2,36.8,-,25217.0,23.3,1%,39 : 61
671,601-800,university of ghana,ghana,15.6,48.4,15.6,19.5,-,-,37274.0,37.5,2%,41:59:00
672,601-800,gifu university,japan,25.4,18.5,16.9,14.7,32.8,-,7318.0,12.4,4%,35 : 65
673,601-800,glasgow caledonian university,united kingdom,17.1,55.0,10.4,24.2,29.9,-,13527.0,21.6,16%,60:40:00
674,601-800,university of greenwich,united kingdom,15.7,81.8,9.5,17.7,30,-,18096.0,24.6,32%,53:47:00
675,601-800,hacettepe university,turkey,21.0,19.6,11.8,19.7,28.2,-,39606.0,20.4,4%,56:44:00
676,601-800,university of huddersfield,united kingdom,17.4,55.2,5.4,16.5,28,-,15436.0,18.1,25%,54:46:00
677,601-800,hunan university,china,18.3,14.8,15.0,21.2,46.7,-,42756.0,24.7,2%,43:57:00
678,601-800,university of ibadan,nigeria,22.7,26.1,11.1,4.6,29.2,-,26247.0,17.1,1%,45:55:00
679,601-800,university of indonesia,indonesia,18.1,37.2,8.0,13.9,40,-,43565.0,15.8,0%,51:49:00
680,601-800,inha university,south korea,20.7,23.5,20.0,22.5,64.7,-,20353.0,24.1,3%,36 : 64
681,601-800,i-shou university,taiwan,12.8,24.8,11.5,13.3,41,-,16263.0,29.9,10%,45:55:00
682,601-800,istanbul university,turkey,26.0,20.0,23.3,10.0,100,-,82096.0,41.1,6%,44:56:00
683,601-800,jagiellonian university,poland,24.0,33.5,14.4,30.7,28,-,42835.0,11.5,5%,67:33:00
684,601-800,jilin university,china,28.2,20.3,14.4,14.6,42.1,-,65605.0,13.6,3%,46:54:00
685,601-800,university of jordan,jordan,19.0,53.7,7.7,7.8,28.8,-,35577.0,13.6,13%,67:33:00
686,601-800,jordan university of science and technology,jordan,16.4,62.2,6.2,16.4,31.4,-,24686.0,16.4,23%,55:45:00
687,601-800,juntendo university,japan,32.3,16.7,10.5,24.0,51.1,-,3955.0,3.7,1%,52:48:00
688,601-800,k.n. toosi university of technology,iran,20.9,7.1,18.1,22.5,45.5,-,7146.0,24.6,0%,32 : 68
689,601-800,kaohsiung medical university,taiwan,20.6,19.9,22.2,20.5,33.2,-,7009.0,12.6,5%,56:44:00
690,601-800,khon kaen university,thailand,18.2,31.5,7.4,19.9,35.7,-,39669.0,16.9,1%,62:38:00
691,601-800,king mongkut’s university of technology thonburi,thailand,18.2,28.5,11.4,36.2,70.3,-,17791.0,23.7,1%,42:58:00
692,601-800,kingston university,united kingdom,16.9,76.8,12.1,26.7,28.5,-,20778.0,20.9,34%,53:47:00
693,601-800,kinki university,japan,18.5,17.0,7.9,30.0,33.2,-,31216.0,11.6,2%,nan
694,601-800,kobe university,japan,27.8,21.1,15.4,24.3,45.1,-,15885.0,8.4,6%,33 : 67
695,601-800,konkuk university,south korea,20.0,22.6,19.6,17.0,36,-,26483.0,23.5,6%,47:53:00
696,601-800,kumamoto university,japan,23.4,22.2,11.6,28.1,43.1,-,10226.0,7.6,5%,37 : 63
697,601-800,kyungpook national university,south korea,21.1,21.7,16.0,18.1,34.9,-,27152.0,14.4,4%,42:58:00
698,601-800,kyushu institute of technology,japan,19.4,20.7,12.5,14.2,44.1,-,5890.0,12.1,4%,0.520138889
699,601-800,university of latvia,latvia,22.6,31.5,10.2,20.9,28.3,-,15100.0,26.5,3%,68:32:00
700,601-800,lille 1 university – science and technology,france,20.0,60.3,8.6,32.4,31.8,-,19599.0,14.5,18%,41:59:00
701,601-800,university of lincoln,united kingdom,17.9,60.5,11.9,26.4,29.3,-,10665.0,18.9,11%,54:46:00
702,601-800,university of ljubljana,slovenia,24.9,34.5,13.6,24.0,32.3,-,48821.0,17.6,4%,60:40:00
703,601-800,university of marrakech cadi ayyad,morocco,17.4,42.7,6.3,12.1,29.2,-,56060.0,38.7,1%,46:54:00
704,601-800,miami university,usa,19.2,24.8,15.7,36.1,30.2,-,16370.0,20.5,7%,53:47:00
705,601-800,middlesex university,united kingdom,18.5,81.0,10.6,25.7,-,-,17753.0,24.7,44%,59:41:00
706,601-800,moscow institute of physics and technology,russia,34.3,44.4,16.3,15.5,28,-,5395.0,7.0,12%,nan
707,601-800,university of murcia,spain,19.3,28.3,11.7,28.0,29.5,-,31460.0,15.8,6%,62:38:00
708,601-800,nagasaki university,japan,22.8,21.9,10.8,14.3,-,-,9137.0,7.2,4%,36 : 64
709,601-800,university of nairobi,kenya,13.7,45.5,9.0,19.5,28,-,72676.0,47.0,1%,40 : 60
710,601-800,national chengchi university,taiwan,18.4,33.1,12.5,14.0,31.3,-,16867.0,18.4,10%,57:43:00
711,601-800,national chung cheng university,taiwan,21.3,14.2,20.3,15.7,40.8,-,11989.0,22.9,1%,nan
712,601-800,national chung hsing university,taiwan,20.2,16.9,16.8,24.5,42.5,-,15632.0,20.3,4%,39 : 61
713,601-800,national taipei university of technology,taiwan,17.8,16.0,14.6,16.4,81.3,-,10227.0,16.5,3%,25 : 75
714,601-800,national taiwan ocean university,taiwan,18.1,20.3,21.0,18.2,49.3,-,8240.0,20.9,5%,30 : 70
715,601-800,national university of córdoba,argentina,16.0,28.1,9.0,12.5,28.6,-,108373.0,38.1,2%,62:38:00
716,601-800,national university of science and technology (misis),russia,24.8,33.7,17.5,10.8,67.2,-,4441.0,6.7,13%,43:57:00
717,601-800,national university of sciences and technology,pakistan,21.4,31.3,7.0,35.0,31.3,-,9808.0,7.8,3%,27 : 73
718,601-800,niigata university,japan,21.9,19.3,10.1,17.5,33,-,12460.0,8.5,3%,37 : 63
719,601-800,northumbria university,united kingdom,17.7,55.1,10.9,29.2,29.1,-,22750.0,19.3,16%,55:45:00
720,601-800,northwestern polytechnical university,china,23.4,15.2,15.4,3.5,28,-,23056.0,14.1,3%,25 : 75
